COD_ROD;KM_ini.1;KM_FIM;Dist;Geo2
SP 315;0;6;6;"{""type"":""MultiLineString"",""coordinates"":[[[-49.6625699,-22.5235579],[-49.6615149,-22.5231359],[-49.6535509,-22.5187539],[-49.6466609,-22.5149589],[-49.6446739,-22.5137179],[-49.6412439,-22.5115689],[-49.6396109,-22.5102689],[-49.6384009,-22.5087829],[-49.6373119,-22.5071199],[-49.6359159,-22.5049919],[-49.6350039,-22.5041479],[-49.6339179,-22.5035129],[-49.6326989,-22.5031149],[-49.6314439,-22.5029669],[-49.6288549,-22.5029009],[-49.6205779,-22.5026929],[-49.6184639,-22.5023929],[-49.6184369,-22.5023889],[-49.6164919,-22.5013319],[-49.6130069,-22.4972779],[-49.6116059,-22.4965969],[-49.6109219,-22.4964649],[-49.6106739,-22.4964609]]]}"
SP 315;6;7;1;"{""type"":""MultiLineString"",""coordinates"":[[[-49.6106739,-22.4964609],[-49.6099679,-22.4964479],[-49.6091259,-22.4965939],[-49.6040609,-22.4974579],[-49.6028029,-22.4974609],[-49.6010609,-22.4973159]]]}"
SP 315;7;16;9;"{""type"":""MultiLineString"",""coordinates"":[[[-49.6010609,-22.4973159],[-49.5989929,-22.4971429],[-49.5965129,-22.4966449],[-49.5941719,-22.4959439],[-49.5919089,-22.4949209],[-49.5898599,-22.4939969],[-49.5835279,-22.4906139],[-49.5752199,-22.4861769],[-49.5669149,-22.4817389],[-49.5602869,-22.4781999],[-49.5588159,-22.4770309],[-49.5581369,-22.4764889],[-49.5573099,-22.4754629],[-49.5562009,-22.4731749],[-49.5550609,-22.4690579],[-49.5526859,-22.4604669],[-49.5513539,-22.4556459],[-49.5504009,-22.4532159],[-49.5495539,-22.4521719],[-49.5487939,-22.4512389],[-49.5427059,-22.4459889]]]}"
SP 315;16;17;1;"{""type"":""MultiLineString"",""coordinates"":[[[-49.5427059,-22.4459889],[-49.5356929,-22.4399409]]]}"
SP 315;17;18,47;1,47;"{""type"":""MultiLineString"",""coordinates"":[[[-49.5356929,-22.4399409],[-49.5319449,-22.4367099],[-49.5309879,-22.4360149],[-49.5299129,-22.4355269],[-49.5287759,-22.4352509],[-49.5278999,-22.4352099],[-49.5276219,-22.4351959],[-49.5254459,-22.4356689],[-49.5235749,-22.4363049]]]}"
SP 315;18,47;20,22;1,75;"{""type"":""MultiLineString"",""coordinates"":[[[-49.5235749,-22.4363049],[-49.5219309,-22.4368619],[-49.5207549,-22.4369899],[-49.5196849,-22.4367169],[-49.5188379,-22.4361219],[-49.5187989,-22.4360669],[-49.5182359,-22.4352759],[-49.5148419,-22.4288679],[-49.5142509,-22.4281279],[-49.5142249,-22.4281139],[-49.5134849,-22.4276889],[-49.5126469,-22.4275229],[-49.5122279,-22.4275679]]]}"
SP 315;20,22;22,96;2,74;"{""type"":""MultiLineString"",""coordinates"":[[[-49.5122279,-22.4275679],[-49.5087889,-22.4283219],[-49.5056419,-22.4299359],[-49.5045049,-22.4305199],[-49.5023999,-22.4310199],[-49.4967289,-22.4312489],[-49.4924739,-22.4314209],[-49.4880379,-22.4306169]]]}"
SP 315;22,96;30,8;7,84;"{""type"":""MultiLineString"",""coordinates"":[[[-49.4880379,-22.4306169],[-49.4876329,-22.4305439],[-49.4863249,-22.4303079],[-49.4773559,-22.4306579],[-49.4748119,-22.4307579],[-49.4735249,-22.4306309],[-49.4722649,-22.4302879],[-49.4674859,-22.4284969],[-49.4617139,-22.4263309],[-49.4604439,-22.4261199],[-49.4576529,-22.4261619],[-49.4554059,-22.4261959],[-49.4541829,-22.4259609],[-49.4521389,-22.4248819],[-49.4487229,-22.4222319],[-49.4461359,-22.4202269],[-49.4451739,-22.4197439],[-49.4441189,-22.4197919],[-49.4398639,-22.4212259],[-49.4396209,-22.4211499],[-49.4356339,-22.4199019],[-49.4315409,-22.4199749],[-49.4299369,-22.4188629],[-49.4281529,-22.4176289],[-49.4274469,-22.4176009],[-49.4248039,-22.4189349],[-49.4240209,-22.4188759],[-49.4210049,-22.4170959],[-49.4207989,-22.4169719],[-49.4198339,-22.4168749],[-49.4189529,-22.4171759],[-49.4175149,-22.4180119],[-49.4168419,-22.4178429],[-49.4164789,-22.4175549],[-49.4166789,-22.4163219],[-49.4165299,-22.4161669],[-49.4149139,-22.4158829]]]}"
SP 316;157;161,72;4,72;"{""type"":""MultiLineString"",""coordinates"":[[[-47.3989129,-22.4707859],[-47.3990479,-22.4704719],[-47.3994779,-22.4700119],[-47.3999839,-22.4699439],[-47.4081599,-22.4701469],[-47.4178729,-22.4703889],[-47.4235179,-22.4705279],[-47.4254799,-22.4707209],[-47.4271089,-22.4714839],[-47.4272969,-22.4716609],[-47.4300809,-22.4743159],[-47.4315389,-22.4749479],[-47.4354949,-22.4759539],[-47.4422389,-22.4776709]]]}"
SP 316;161,72;164;2,28;"{""type"":""MultiLineString"",""coordinates"":[[[-47.4422389,-22.4776709],[-47.4447769,-22.4783179],[-47.4448389,-22.4783279],[-47.4526799,-22.4796029],[-47.4543009,-22.4792539],[-47.4545119,-22.4792089],[-47.4553469,-22.4792159],[-47.4569939,-22.4787969],[-47.4592199,-22.4777679],[-47.4604499,-22.4765169],[-47.4619499,-22.4746149]]]}"
SP 316;164;165,49;1,49;"{""type"":""MultiLineString"",""coordinates"":[[[-47.4619499,-22.4746149],[-47.4633599,-22.4728259],[-47.4674119,-22.4704029],[-47.4704879,-22.4685609],[-47.4711469,-22.4681669],[-47.4720839,-22.4681049],[-47.4769639,-22.4685129],[-47.4774989,-22.4686579]]]}"
SP 316;165,49;171;5,51;"{""type"":""MultiLineString"",""coordinates"":[[[-47.4774989,-22.4686579],[-47.4819429,-22.4698609],[-47.4850659,-22.4707039],[-47.4860289,-22.4706279],[-47.4869329,-22.4702929],[-47.4877479,-22.4697109],[-47.4884069,-22.4689539],[-47.4892039,-22.4674589],[-47.4893449,-22.4671959],[-47.4900309,-22.4664149],[-47.4964139,-22.4624849],[-47.5039679,-22.4578329],[-47.5112759,-22.4533299],[-47.5115489,-22.4532229],[-47.5130009,-22.4526489],[-47.5139209,-22.4525009],[-47.5158019,-22.4526109],[-47.5203219,-22.4537209]]]}"
SP 316;171;172,57;1,57;"{""type"":""MultiLineString"",""coordinates"":[[[-47.5203219,-22.4537209],[-47.5207319,-22.4538209],[-47.5224859,-22.4545359],[-47.5245909,-22.4542179],[-47.5273599,-22.4533609],[-47.5288349,-22.4526109],[-47.5308019,-22.4516079],[-47.5336219,-22.4508799]]]}"
SP 316;172,57;174,26;1,69;"{""type"":""MultiLineString"",""coordinates"":[[[-47.5336219,-22.4508799],[-47.5349219,-22.4505859],[-47.5355129,-22.4506989],[-47.5365989,-22.4499949],[-47.5372689,-22.4491449],[-47.5398439,-22.4458859],[-47.5406239,-22.4457849],[-47.5440509,-22.4460539],[-47.5453849,-22.4458929],[-47.5456919,-22.4459549],[-47.5462529,-22.4460719],[-47.5480029,-22.4450179]]]}"
SP 316;174,26;176,58;2,32;"{""type"":""MultiLineString"",""coordinates"":[[[-47.5480029,-22.4450179],[-47.5499029,-22.4428889],[-47.5516219,-22.4402969],[-47.5517089,-22.4397229],[-47.5517569,-22.4393949],[-47.5513969,-22.4366819],[-47.5529699,-22.4313149],[-47.5537529,-22.4286399],[-47.5535609,-22.4273539],[-47.5530689,-22.4265419]]]}"
SP 317;0;2,75;2,75;"{""type"":""MultiLineString"",""coordinates"":[[[-48.8669509,-21.7674339],[-48.8645239,-21.7628509],[-48.8637839,-21.7604459],[-48.8636659,-21.7590289],[-48.8629259,-21.7500249],[-48.8627179,-21.7474919],[-48.8623319,-21.7452559],[-48.8617269,-21.7433689]]]}"
SP 317;2,75;11;8,25;"{""type"":""MultiLineString"",""coordinates"":[[[-48.8617269,-21.7433689],[-48.8610379,-21.7412189],[-48.8582819,-21.7326199],[-48.8555249,-21.7240179],[-48.8548739,-21.7219889],[-48.8526559,-21.7154499],[-48.8497499,-21.7068899],[-48.8468449,-21.6983329],[-48.8439409,-21.6897749],[-48.8410369,-21.6812169],[-48.8388609,-21.6748069],[-48.8382499,-21.6726259]]]}"
SP 317;11;19,25;8,25;"{""type"":""MultiLineString"",""coordinates"":[[[-48.8382499,-21.6726259],[-48.8378619,-21.6712469],[-48.8370909,-21.6676149],[-48.8365589,-21.6639339],[-48.8358469,-21.6590049],[-48.8353539,-21.6551649],[-48.8342319,-21.6463839],[-48.8331109,-21.6376049],[-48.8319879,-21.6288259],[-48.8308649,-21.6200449],[-48.8308349,-21.6198029],[-48.8296609,-21.6112759],[-48.8284539,-21.6025059],[-48.8281519,-21.6003109]]]}"
SP 317;19,25;20,05;0,8;"{""type"":""MultiLineString"",""coordinates"":[[[-48.8281519,-21.6003109],[-48.8272179,-21.5938539],[-48.8271559,-21.5934229]]]}"
SP 317;20,05;22;1,95;"{""type"":""MultiLineString"",""coordinates"":[[[-48.8271559,-21.5934229],[-48.8261089,-21.5857369],[-48.8258139,-21.5845989],[-48.8252959,-21.5836619],[-48.8246339,-21.5829259],[-48.8240659,-21.5824939],[-48.8161049,-21.5764359],[-48.8149729,-21.5748729],[-48.8148269,-21.5741069]]]}"
SP 318;235,4;238,43;3,03;"{""type"":""MultiLineString"",""coordinates"":[[[-47.8885729,-21.9900089],[-47.8881819,-21.9888929],[-47.8873339,-21.9864769],[-47.8871709,-21.9857919],[-47.8870669,-21.9846619],[-47.8871569,-21.9838719],[-47.8871939,-21.9835289],[-47.8878019,-21.9805089],[-47.8884039,-21.9773949],[-47.8887389,-21.9756669],[-47.8896419,-21.9709969],[-47.8899739,-21.9692659],[-47.8906189,-21.9659279],[-47.8907789,-21.9650909],[-47.8910209,-21.9638399],[-47.8911499,-21.9631729]]]}"
SP 318;238,43;241;2,57;"{""type"":""MultiLineString"",""coordinates"":[[[-47.8911499,-21.9631729],[-47.8917449,-21.9600829],[-47.8919049,-21.9592499],[-47.8922279,-21.9575809],[-47.8938359,-21.9492309],[-47.8947189,-21.9446419],[-47.8949609,-21.9433899],[-47.8952819,-21.9417209]]]}"
SP 318;241;241,5;0,5;"{""type"":""MultiLineString"",""coordinates"":[[[-47.8952819,-21.9417209],[-47.8954739,-21.9407529],[-47.8955209,-21.9405109],[-47.8955519,-21.9403559],[-47.8960699,-21.9377329],[-47.8962359,-21.9368889],[-47.8964049,-21.9360119]]]}"
SP 318;241,5;242,83;1,33;"{""type"":""MultiLineString"",""coordinates"":[[[-47.8964049,-21.9360119],[-47.8965739,-21.9351339],[-47.8966209,-21.9348879],[-47.8967419,-21.9342589],[-47.8975809,-21.9298769],[-47.8977499,-21.9289989],[-47.8980879,-21.9272469],[-47.8982199,-21.9265449],[-47.8986419,-21.9243539]]]}"
SP 318;242,83;243;0,17;"{""type"":""MultiLineString"",""coordinates"":[[[-47.8986419,-21.9243539],[-47.8987599,-21.9237419],[-47.8988109,-21.9234789],[-47.8988419,-21.9233039],[-47.8989289,-21.9228649]]]}"
SP 318;243;244,94;1,94;"{""type"":""MultiLineString"",""coordinates"":[[[-47.8989289,-21.9228649],[-47.9023629,-21.9049859]]]}"
SP 318;244,94;246,54;1,6;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9023629,-21.9049859],[-47.9032469,-21.9003789],[-47.9033539,-21.8998259],[-47.9038429,-21.8972649],[-47.9047409,-21.8925749],[-47.9050509,-21.8909539]]]}"
SP 318;246,54;247,7;1,16;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9050509,-21.8909539],[-47.9067309,-21.8821689],[-47.9069449,-21.8810599]]]}"
SP 318;247,7;249,63;1,93;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9069449,-21.8810599],[-47.9074459,-21.8784469],[-47.9078619,-21.8762699],[-47.9091169,-21.8697399],[-47.9092829,-21.8688689],[-47.9095779,-21.8673529],[-47.9101139,-21.8645879],[-47.9101999,-21.8641419]]]}"
SP 318;249,63;251,05;1,42;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9101999,-21.8641419],[-47.9106739,-21.8616989],[-47.9111009,-21.8588959],[-47.9114949,-21.8551699],[-47.9116279,-21.8527369],[-47.9116389,-21.8513619]]]}"
SP 318;251,05;253,35;2,3;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9116389,-21.8513619],[-47.9116529,-21.8500139],[-47.9116129,-21.8483719],[-47.9116019,-21.8479639],[-47.9113769,-21.8443009],[-47.9113649,-21.8440859],[-47.9111459,-21.8424099],[-47.9108369,-21.8400049],[-47.9106289,-21.8388159],[-47.9099869,-21.8351489],[-47.9092409,-21.8309009],[-47.9092039,-21.8306769]]]}"
SP 318;253,35;256,43;3,08;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9092039,-21.8306769],[-47.9043809,-21.8031279]]]}"
SP 318;256,43;257,55;1,12;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9043809,-21.8031279],[-47.9033789,-21.7974049],[-47.9027059,-21.7935579],[-47.9026269,-21.7931089]]]}"
SP 318;257,55;259,26;1,71;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9026269,-21.7931089],[-47.9022359,-21.7908729],[-47.9007589,-21.7824469],[-47.9002379,-21.7777949],[-47.9002379,-21.7777809]]]}"
SP 318;259,26;260,16;0,9;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9002379,-21.7777809],[-47.9001279,-21.7757249],[-47.9000719,-21.7727009],[-47.9001669,-21.7696319],[-47.9001669,-21.7696279]]]}"
SP 318;260,16;261,64;1,48;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9001669,-21.7696279],[-47.9004269,-21.7665629],[-47.9007189,-21.7642159],[-47.9012279,-21.7611019],[-47.9021829,-21.7568299],[-47.9023089,-21.7563849]]]}"
SP 318;261,64;264,94;3,3;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9023089,-21.7563849],[-47.9031479,-21.7534389],[-47.9047859,-21.7487499],[-47.9100289,-21.7337539],[-47.9120779,-21.7278949]]]}"
SP 318;264,94;267,44;2,5;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9120779,-21.7278949],[-47.9143069,-21.7215159],[-47.9165969,-21.7149659],[-47.9194899,-21.7066919],[-47.9195719,-21.7064579]]]}"
SP 318;267,44;268,5;1,06;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9195719,-21.7064579],[-47.9217339,-21.7002739]]]}"
SP 318;268,5;269,81;1,31;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9217339,-21.7002739],[-47.9225499,-21.6979389],[-47.9244049,-21.6926299]]]}"
SP 318;269,81;270,5;0,69;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9244049,-21.6926299],[-47.9262229,-21.6874759],[-47.9294779,-21.6782419],[-47.9296299,-21.6778129]]]}"
SP 318;270,5;271,6;1,1;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9296299,-21.6778129],[-47.9347079,-21.6632039]]]}"
SP 318;271,6;272,55;0,95;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9347079,-21.6632039],[-47.9371339,-21.6562709]]]}"
SP 318;272,55;276,7;4,15;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9371339,-21.6562709],[-47.9477349,-21.6259859]]]}"
SP 318;276,7;277,76;1,06;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9477349,-21.6259859],[-47.9504449,-21.6182509]]]}"
SP 318;277,76;280;2,24;"{""type"":""MultiLineString"",""coordinates"":[[[-47.9504449,-21.6182509],[-47.9510589,-21.6164679],[-47.9520829,-21.6134919],[-47.9527239,-21.6116329],[-47.9536199,-21.6090309],[-47.9538649,-21.6083179],[-47.9538759,-21.6082879],[-47.9543629,-21.6066109],[-47.9548379,-21.6041329],[-47.9550879,-21.6017479],[-47.9552769,-21.6014269],[-47.9566709,-21.6037809]]]}"
SP 319;0;6,89;6,89;"{""type"":""MultiLineString"",""coordinates"":[[[-48.5408829,-21.5152909],[-48.5375449,-21.5108869],[-48.5369059,-21.5090839],[-48.5365539,-21.5073519],[-48.5347559,-21.4984599],[-48.5329549,-21.4895669],[-48.5311559,-21.4806709],[-48.5293549,-21.4717789],[-48.5275569,-21.4628859],[-48.5259549,-21.4549709]]]}"
SP 319;6,89;9,7;2,81;"{""type"":""MultiLineString"",""coordinates"":[[[-48.5259549,-21.4549709],[-48.5257499,-21.4539629],[-48.5247449,-21.4489919],[-48.5238699,-21.4468949],[-48.5228689,-21.4451069],[-48.5182359,-21.4368399],[-48.5168039,-21.4342839],[-48.5162629,-21.4338099],[-48.5147629,-21.4330209],[-48.5145209,-21.4326419],[-48.5143209,-21.4317499]]]}"
SP 320;453;458,2;5,2;"{""type"":""MultiLineString"",""coordinates"":[[[-49.5252379,-20.8044899],[-49.5267379,-20.8015939],[-49.5296509,-20.7976089],[-49.5345059,-20.7909659],[-49.5393599,-20.7843239],[-49.5442149,-20.7776809],[-49.5490689,-20.7710409],[-49.5500399,-20.7697109]]]}"
SP 320;458,2;461;2,8;"{""type"":""MultiLineString"",""coordinates"":[[[-49.5500399,-20.7697109],[-49.5542199,-20.7639909],[-49.5594459,-20.7568399],[-49.5646719,-20.7496869]]]}"
SP 320;461;463,82;2,82;"{""type"":""MultiLineString"",""coordinates"":[[[-49.5646719,-20.7496869],[-49.5698979,-20.7425359],[-49.5721799,-20.7394149],[-49.5752759,-20.7354859],[-49.5797849,-20.7297689]]]}"
SP 320;463,82;467,1;3,28;"{""type"":""MultiLineString"",""coordinates"":[[[-49.5797849,-20.7297689],[-49.5809019,-20.7283489],[-49.5871209,-20.7204539],[-49.5933389,-20.7125579],[-49.5995549,-20.7046629],[-49.6001769,-20.7038729]]]}"
SP 320;467,1;477,12;10,02;"{""type"":""MultiLineString"",""coordinates"":[[[-49.6001769,-20.7038729],[-49.6053189,-20.6973369],[-49.6110319,-20.6900749],[-49.6167449,-20.6828139],[-49.6224579,-20.6755499],[-49.6281709,-20.6682889],[-49.6338839,-20.6610279],[-49.6395969,-20.6537659],[-49.6453129,-20.6465039],[-49.6510259,-20.6392429],[-49.6567389,-20.6319789],[-49.6574249,-20.6311079]]]}"
SP 320;477,12;477,93;0,81;"{""type"":""MultiLineString"",""coordinates"":[[[-49.6574249,-20.6311079],[-49.6621029,-20.6251359]]]}"
SP 320;477,93;479;1,07;"{""type"":""MultiLineString"",""coordinates"":[[[-49.6621029,-20.6251359],[-49.6624999,-20.6246309],[-49.6663019,-20.6197789],[-49.6677909,-20.6173039],[-49.6678529,-20.6171859]]]}"
SP 320;479;492,07;13,07;"{""type"":""MultiLineString"",""coordinates"":[[[-49.6678529,-20.6171859],[-49.6720119,-20.6090849],[-49.6760059,-20.6013129],[-49.6762219,-20.6010089],[-49.6815279,-20.5935189],[-49.6868349,-20.5860269],[-49.6921399,-20.5785369],[-49.6974479,-20.5710469],[-49.7027549,-20.5635549],[-49.7080609,-20.5560649],[-49.7133679,-20.5485729],[-49.7186509,-20.5411179],[-49.7186789,-20.5410869],[-49.7210849,-20.5386649],[-49.7260439,-20.5353919],[-49.7338899,-20.5302139],[-49.7417339,-20.5250369],[-49.7422829,-20.5246739]]]}"
SP 320;492,07;498,64;6,57;"{""type"":""MultiLineString"",""coordinates"":[[[-49.7422829,-20.5246739],[-49.7496049,-20.5198419],[-49.7574769,-20.5146449],[-49.7653489,-20.5094499],[-49.7732199,-20.5042519],[-49.7810949,-20.4990569],[-49.7889659,-20.4938599],[-49.7940039,-20.4905349]]]}"
SP 320;498,64;505,94;7,3;"{""type"":""MultiLineString"",""coordinates"":[[[-49.7940039,-20.4905349],[-49.7968239,-20.4886719],[-49.8046529,-20.4835009],[-49.8055309,-20.4829209],[-49.8087649,-20.4812969],[-49.8132619,-20.4796239],[-49.8221669,-20.4763099],[-49.8310679,-20.4729949],[-49.8399729,-20.4696809],[-49.8488769,-20.4663669],[-49.8572469,-20.4632529]]]}"
SP 320;505,94;509,72;3,78;"{""type"":""MultiLineString"",""coordinates"":[[[-49.8572469,-20.4632529],[-49.8578689,-20.4630209],[-49.8682309,-20.4591639],[-49.8785909,-20.4553069],[-49.8889529,-20.4514499],[-49.8964139,-20.4486749]]]}"
SP 320;509,72;515,5;5,78;"{""type"":""MultiLineString"",""coordinates"":[[[-49.8964139,-20.4486749],[-49.8987349,-20.4477959],[-49.9060779,-20.4450179],[-49.9070009,-20.4445999],[-49.9120859,-20.4423079],[-49.9149259,-20.4407359],[-49.9196059,-20.4381479],[-49.9226959,-20.4365919],[-49.9253469,-20.4352579],[-49.9272179,-20.4344839],[-49.9303399,-20.4325069],[-49.9304319,-20.4324339],[-49.9312149,-20.4317949],[-49.9380139,-20.4280179],[-49.9418589,-20.4258819]]]}"
SP 320;515,5;518,967;3,467;"{""type"":""MultiLineString"",""coordinates"":[[[-49.9418589,-20.4258819],[-49.9457059,-20.4237459],[-49.9533969,-20.4194739],[-49.9610909,-20.4152029],[-49.9685299,-20.4110719]]]}"
SP 320;518,967;521,71;2,743;"{""type"":""MultiLineString"",""coordinates"":[[[-49.9685299,-20.4110719],[-49.9687969,-20.4109239],[-49.9730779,-20.4085529],[-49.9770599,-20.4066799],[-49.9781489,-20.4061679],[-49.9856299,-20.4029979],[-49.9917279,-20.4004099]]]}"
SP 320;521,71;526,9;5,19;"{""type"":""MultiLineString"",""coordinates"":[[[-49.9917279,-20.4004099],[-49.9943169,-20.3993079],[-50.0032389,-20.3955019],[-50.0121629,-20.3916939],[-50.0210839,-20.3878889],[-50.0300079,-20.3840839],[-50.0380399,-20.3806589]]]}"
SP 320;526,9;528,95;2,05;"{""type"":""MultiLineString"",""coordinates"":[[[-50.0380399,-20.3806589],[-50.0389269,-20.3802809],[-50.0478089,-20.3764909],[-50.0562459,-20.3728929]]]}"
SP 320;528,95;532,7;3,75;"{""type"":""MultiLineString"",""coordinates"":[[[-50.0562459,-20.3728929],[-50.0566789,-20.3727089],[-50.0653029,-20.3690259],[-50.0739279,-20.3653449],[-50.0825509,-20.3616639],[-50.0885909,-20.3590859]]]}"
SP 320;532,7;540,9;8,2;"{""type"":""MultiLineString"",""coordinates"":[[[-50.0885909,-20.3590859],[-50.0912109,-20.3579619],[-50.0999489,-20.3542129],[-50.1086879,-20.3504629],[-50.1174259,-20.3467129],[-50.1261649,-20.3429629],[-50.1349049,-20.3392159],[-50.1436439,-20.3354669],[-50.1523819,-20.3317169],[-50.1602459,-20.3283439]]]}"
SP 320;540,9;542,2;1,3;"{""type"":""MultiLineString"",""coordinates"":[[[-50.1602459,-20.3283439],[-50.1610229,-20.3280089],[-50.1662369,-20.3257719],[-50.1686349,-20.3243899],[-50.1700899,-20.3235499]]]}"
SP 320;542,2;549,81;7,61;"{""type"":""MultiLineString"",""coordinates"":[[[-50.1700899,-20.3235499],[-50.1711739,-20.3229249],[-50.1750179,-20.3202349],[-50.1762389,-20.3191809],[-50.1833479,-20.3130469],[-50.1904569,-20.3069159],[-50.1975689,-20.3007819],[-50.2046779,-20.2946509],[-50.2117869,-20.2885189],[-50.2188959,-20.2823849],[-50.2246559,-20.2774179]]]}"
SP 320;549,81;551,3;1,49;"{""type"":""MultiLineString"",""coordinates"":[[[-50.2246559,-20.2774179],[-50.2262239,-20.2760599],[-50.2264599,-20.2758599],[-50.2290969,-20.2741389],[-50.2316419,-20.2733009],[-50.2334569,-20.2730769],[-50.2366319,-20.2729949],[-50.2399999,-20.2729079]]]}"
SP 320;551,3;554,17;2,87;"{""type"":""MultiLineString"",""coordinates"":[[[-50.2399999,-20.2729079],[-50.2459829,-20.2727459],[-50.2545299,-20.2725209],[-50.2630749,-20.2722929],[-50.2645289,-20.2722539]]]}"
SP 320;554,17;556,82;2,65;"{""type"":""MultiLineString"",""coordinates"":[[[-50.2645289,-20.2722539],[-50.2660829,-20.2721859],[-50.2725809,-20.2721409],[-50.2822849,-20.2720719],[-50.2827799,-20.2720709],[-50.2902379,-20.2718529]]]}"
SP 320;556,82;563,788;6,968;"{""type"":""MultiLineString"",""coordinates"":[[[-50.2902379,-20.2718529],[-50.2919829,-20.2718019],[-50.3016839,-20.2715189],[-50.3113819,-20.2712349],[-50.3210799,-20.2709519],[-50.3307809,-20.2706689],[-50.3380249,-20.2704579],[-50.3404789,-20.2704159],[-50.3501829,-20.2702439],[-50.3578269,-20.2701089]]]}"
SP 320;563,788;568,66;4,872;"{""type"":""MultiLineString"",""coordinates"":[[[-50.3578269,-20.2701089],[-50.3598329,-20.2700809],[-50.3692889,-20.2699489],[-50.3787449,-20.2698149],[-50.3799379,-20.2697979],[-50.3835489,-20.2701259],[-50.3869709,-20.2709829],[-50.3879879,-20.2713629],[-50.3967679,-20.2746599],[-50.3975899,-20.2749679],[-50.4003449,-20.2756769],[-50.4011249,-20.2754969],[-50.4028189,-20.2756039]]]}"
SP 320;568,66;575,27;6,61;"{""type"":""MultiLineString"",""coordinates"":[[[-50.4028189,-20.2756039],[-50.4049299,-20.2757419],[-50.4057279,-20.2757109],[-50.4142899,-20.2754039],[-50.4228509,-20.2750959],[-50.4265739,-20.2749609],[-50.4314089,-20.2747259],[-50.4399679,-20.2743109],[-50.4485229,-20.2738969],[-50.4570809,-20.2734809],[-50.4593919,-20.2733679]]]}"
SP 320;575,27;579,11;3,84;"{""type"":""MultiLineString"",""coordinates"":[[[-50.4593919,-20.2733679],[-50.4676179,-20.2730949],[-50.4745839,-20.2728669],[-50.4788889,-20.2727869],[-50.4901639,-20.2725829],[-50.4930979,-20.2725319],[-50.4964079,-20.2723029],[-50.5007619,-20.2716849],[-50.5013619,-20.2715469],[-50.5025659,-20.2712699]]]}"
SP 320;579,11;581,2;2,09;"{""type"":""MultiLineString"",""coordinates"":[[[-50.5025659,-20.2712699],[-50.5107779,-20.2693999],[-50.5151539,-20.2684009],[-50.5199889,-20.2672369],[-50.5218299,-20.2667909]]]}"
SP 320;581,2;584,14;2,94;"{""type"":""MultiLineString"",""coordinates"":[[[-50.5218299,-20.2667909],[-50.5291869,-20.2650179],[-50.5383839,-20.2628019],[-50.5475799,-20.2605839],[-50.5488669,-20.2602729]]]}"
SP 320;584,14;585,548;1,408;"{""type"":""MultiLineString"",""coordinates"":[[[-50.5488669,-20.2602729],[-50.5505559,-20.2598649],[-50.5521309,-20.2592799],[-50.5528349,-20.2592879],[-50.5568909,-20.2583099],[-50.5620299,-20.2570689]]]}"
SP 320;585,548;589,18;3,632;"{""type"":""MultiLineString"",""coordinates"":[[[-50.5620299,-20.2570689],[-50.5662709,-20.2560459],[-50.5746569,-20.2540239],[-50.5756529,-20.2537929],[-50.5850529,-20.2516149],[-50.5944579,-20.2494379],[-50.5961499,-20.2490469]]]}"
SP 320;589,18;594,4;5,22;"{""type"":""MultiLineString"",""coordinates"":[[[-50.5961499,-20.2490469],[-50.6034139,-20.2473639],[-50.6122699,-20.2453149],[-50.6128549,-20.2451789],[-50.6210899,-20.2431329],[-50.6299099,-20.2409419],[-50.6323279,-20.2403409],[-50.6342239,-20.2398439],[-50.6348939,-20.2394139],[-50.6360089,-20.2393939],[-50.6386379,-20.2387199],[-50.6421579,-20.2378149]]]}"
SP 320;594,4;597;2,6;"{""type"":""MultiLineString"",""coordinates"":[[[-50.6421579,-20.2378149],[-50.6482649,-20.2364049],[-50.6584419,-20.2340579],[-50.6602939,-20.2336299],[-50.6622469,-20.2333699],[-50.6686659,-20.2319219]]]}"
SP 320;597;599,5;2,5;"{""type"":""MultiLineString"",""coordinates"":[[[-50.6686659,-20.2319219],[-50.6699859,-20.2319429],[-50.6708919,-20.2317349],[-50.6715589,-20.2312619],[-50.6779699,-20.2297969],[-50.6808349,-20.2291399],[-50.6835279,-20.2287769],[-50.6875359,-20.2285039],[-50.6923649,-20.2281749]]]}"
