COD_ROD;KM_ini.1;KM_FIM;Dist;Geo2
SP 015;28,485;29;0,515;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7201819,-23.5102899],[-46.7190189,-23.5094219],[-46.7172919,-23.5089969],[-46.7152363,-23.5091295],[-46.7111578,-23.5093923],[-46.7073629,-23.5096369],[-46.7059895,-23.5095905],[-46.7057599,-23.5095827],[-46.7055894,-23.5095769]]]}"
SP 015;29;30,085;1,085;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7055894,-23.5095769],[-46.7047029,-23.5095469],[-46.6975739,-23.5089139]]]}"
SP 019;0;1;1;"{""type"":""MultiLineString"",""coordinates"":[[[-46.4992839,-23.4759469],[-46.4981929,-23.4750999],[-46.4975249,-23.4748749],[-46.4967999,-23.4748409],[-46.4953439,-23.4752869],[-46.4946889,-23.4753969],[-46.4938439,-23.4752959],[-46.4932479,-23.4749999],[-46.4928459,-23.4746229],[-46.4924399,-23.4736199],[-46.4922149,-23.4730259],[-46.4911279,-23.4672959],[-46.4905239,-23.4641239],[-46.4904389,-23.4636809],[-46.4906949,-23.4619979]]]}"
SP 019;1;2,4;1,4;"{""type"":""MultiLineString"",""coordinates"":[[[-46.4906949,-23.4619979],[-46.4911539,-23.4602249],[-46.4909149,-23.4590879],[-46.4903209,-23.4562509],[-46.4902109,-23.4552379],[-46.4902809,-23.4546779],[-46.4903349,-23.4542289],[-46.4918349,-23.4504549]]]}"
SP 021;0;0,1;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7348699,-23.4099379],[-46.7348728,-23.4100859],[-46.7348869,-23.4108195]]]}"
SP 021;0,1;0,2;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7348869,-23.4108195],[-46.7348899,-23.4109759],[-46.7349494,-23.4113871],[-46.7349939,-23.4116949]]]}"
SP 021;0,2;0,3;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7349939,-23.4116949],[-46.7351059,-23.4124619],[-46.7351053,-23.4125697]]]}"
SP 021;0,3;0,5;0,2;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7351053,-23.4125697],[-46.7351036,-23.412896],[-46.7351029,-23.4130079],[-46.7351029,-23.4134499],[-46.7351029,-23.4134713],[-46.7351009,-23.4143109],[-46.7351089,-23.4143319]]]}"
SP 021;0,5;2,1;1,6;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7351089,-23.4143319],[-46.7353029,-23.4148599],[-46.7357029,-23.4153329],[-46.7370509,-23.4161599],[-46.7402449,-23.4181189],[-46.7404059,-23.4182159],[-46.7409429,-23.4185469],[-46.7477789,-23.4220079]]]}"
SP 021;2,1;3,5;1,4;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7477789,-23.4220079],[-46.7483279,-23.4222839],[-46.7495599,-23.4230889],[-46.7506189,-23.4240879],[-46.7510799,-23.4246819],[-46.7521099,-23.4265419],[-46.7525439,-23.4273289],[-46.7529769,-23.4281139],[-46.7533369,-23.4287679],[-46.7543669,-23.4299629],[-46.7556219,-23.4309349],[-46.7562099,-23.4312909],[-46.7578119,-23.4322649],[-46.7585407,-23.43271]]]}"
SP 021;3,5;7;3,5;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7618857,-23.4347426],[-46.7648079,-23.4365159],[-46.7703219,-23.4398639],[-46.7744579,-23.4423739],[-46.7774249,-23.4441749],[-46.7776559,-23.4443479],[-46.7790369,-23.4453849],[-46.7801769,-23.4463069],[-46.7826589,-23.4483149],[-46.7852766,-23.4504321]]]}"
SP 021;7;9,1;2,1;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7883117,-23.4528741],[-46.7897459,-23.4540249],[-46.7910709,-23.4550859],[-46.7988919,-23.4667389]]]}"
SP 021;9,1;12,04;2,94;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7988919,-23.4667389],[-46.7994069,-23.4675039],[-46.8002069,-23.4686949],[-46.8006959,-23.4694999],[-46.8014029,-23.4711039],[-46.8017069,-23.4721619],[-46.8018699,-23.4731259],[-46.8019209,-23.4744989],[-46.8019489,-23.4752239],[-46.8020519,-23.4783699],[-46.8021939,-23.4794579],[-46.8022299,-23.4796099],[-46.8025619,-23.4810129],[-46.8026859,-23.4815279],[-46.8041189,-23.4851189],[-46.8053769,-23.4870989],[-46.8054799,-23.4872589],[-46.8076109,-23.4895879],[-46.8081849,-23.4901199],[-46.8089109,-23.4906839]]]}"
SP 021;12,04;13,5;1,46;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8089109,-23.4906839],[-46.8149589,-23.4953909],[-46.8197579,-23.4994229],[-46.8204049,-23.5001769],[-46.8209309,-23.5010379],[-46.8213079,-23.5019459],[-46.8215189,-23.5028769],[-46.8215579,-23.5033569]]]}"
SP 021;13,5;14,5;1;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8215579,-23.5033569],[-46.8218259,-23.5067539],[-46.8218353,-23.5071774]]]}"
SP 021;14,5;16,41;1,91;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8205444,-23.5107277],[-46.8205388,-23.5107349],[-46.8204949,-23.5107909],[-46.8182101,-23.5131999],[-46.8172919,-23.5141679],[-46.8164699,-23.5150619],[-46.8159719,-23.5158059],[-46.8156759,-23.5166529],[-46.8156479,-23.5176329],[-46.8157209,-23.5180769],[-46.8159949,-23.5197699],[-46.8165909,-23.5230459]]]}"
SP 021;16,41;19,35;2,94;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8165909,-23.5230459],[-46.8166559,-23.5233989],[-46.8167058,-23.523719],[-46.8168176,-23.5242905],[-46.8168917,-23.5246996],[-46.8175679,-23.5284299],[-46.8181079,-23.5314969],[-46.8182239,-23.5328439],[-46.8180009,-23.5362549],[-46.8179059,-23.5376829],[-46.8180129,-23.5395459],[-46.8184059,-23.5414119],[-46.8190429,-23.5433259],[-46.8199009,-23.5459079],[-46.8199319,-23.5459939],[-46.8204469,-23.5475849],[-46.8206809,-23.5489249]]]}"
SP 021;19,35;21,56;2,21;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8206809,-23.5489249],[-46.8207399,-23.5495329],[-46.8206859,-23.5502869],[-46.8204439,-23.5514729],[-46.8197889,-23.5535879],[-46.8195009,-23.5548769],[-46.8195069,-23.5558139],[-46.8199599,-23.5595979],[-46.8200699,-23.5604899],[-46.8203139,-23.5624529],[-46.8203429,-23.5633059],[-46.8202139,-23.5641459],[-46.8199549,-23.5649759],[-46.8195129,-23.5657799],[-46.8189069,-23.5665169],[-46.8186879,-23.5667039],[-46.8181639,-23.5671459],[-46.8174439,-23.5675639]]]}"
SP 021;21,56;23,5;1,94;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8174439,-23.5675639],[-46.8145819,-23.5688879],[-46.8138669,-23.5694649],[-46.8132959,-23.5702009],[-46.8096089,-23.5780429],[-46.8089959,-23.5797079],[-46.8086099,-23.5814679],[-46.8084969,-23.5832719],[-46.8085339,-23.5841919],[-46.8086919,-23.5851969]]]}"
SP 021;23,5;24,5;1;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8086919,-23.5851969],[-46.8088129,-23.5859679],[-46.8089589,-23.5865199],[-46.8099689,-23.5903448]]]}"
SP 021;24,5;25,1;0,6;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8109969,-23.5944729],[-46.8114209,-23.5962559],[-46.8120025,-23.5984116]]]}"
SP 021;25;25,1;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8108966,-23.5940439],[-46.8109969,-23.5944729]]]}"
SP 021;25,1;25,2;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8120025,-23.5984116],[-46.8121791,-23.5990662]]]}"
SP 021;25,2;25,3;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8121791,-23.5990662],[-46.8123557,-23.5997207]]]}"
SP 021;25,3;26,14;0,84;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8123557,-23.5997207],[-46.8138389,-23.6052189]]]}"
SP 021;26,14;27,18;1,04;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8138389,-23.6052189],[-46.8143059,-23.6069809],[-46.8147679,-23.6082119],[-46.8152089,-23.6089929],[-46.8160649,-23.6100429],[-46.8171939,-23.6109969],[-46.8195179,-23.6125559]]]}"
SP 021;27,18;29,4;2,22;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8195179,-23.6125559],[-46.8196779,-23.6126629],[-46.8247839,-23.6160879],[-46.8251859,-23.6164219],[-46.8267909,-23.6177399],[-46.8275279,-23.6185659],[-46.8278429,-23.6190429],[-46.8278939,-23.6191189],[-46.8284619,-23.6201689],[-46.8292019,-23.6233319],[-46.8294249,-23.6242789],[-46.8291539,-23.6245689],[-46.8289349,-23.6248079],[-46.8289119,-23.6249449],[-46.8287849,-23.6257269],[-46.8287409,-23.6258269],[-46.8286419,-23.6260549],[-46.8293939,-23.6272339],[-46.8295789,-23.6283119]]]}"
SP 021;29,4;30,71;1,31;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8295789,-23.6283119],[-46.8296099,-23.6285089],[-46.8299959,-23.6296569],[-46.8322919,-23.6330569],[-46.8332179,-23.6344259],[-46.8338017,-23.6353567]]]}"
SP 021;30,71;31;0,29;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8338017,-23.6353567],[-46.8338789,-23.6354799],[-46.8341559,-23.6360699],[-46.8344294,-23.6370431]]]}"
SP 021;31;31,56;0,56;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8339358,-23.6407611],[-46.8338119,-23.6410479],[-46.8330349,-23.6421159],[-46.8325479,-23.6425999],[-46.8315949,-23.6444209],[-46.8310629,-23.6457899]]]}"
SP 021;31,56;36;4,44;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8310629,-23.6457899],[-46.8308539,-23.6463249],[-46.8296969,-23.6505059],[-46.8289599,-23.6522909],[-46.8262899,-23.6563609],[-46.8253909,-23.6578999],[-46.8246709,-23.6595169],[-46.8241419,-23.6611959],[-46.8238069,-23.6629139],[-46.8236719,-23.6646529],[-46.8237339,-23.6663979],[-46.8239959,-23.6681289],[-46.8247439,-23.6707489],[-46.8248489,-23.6713469],[-46.8248509,-23.6725639],[-46.8247469,-23.6731649],[-46.8245759,-23.6737529],[-46.8241359,-23.6747029],[-46.8205509,-23.6810959],[-46.8199149,-23.6823829],[-46.8194309,-23.6837269],[-46.8191039,-23.6851059],[-46.8189469,-23.6868919]]]}"
SP 021;36;36,63;0,63;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8189469,-23.6868919],[-46.8188632,-23.6924518],[-46.8188629,-23.6924669]]]}"
SP 021;36,63;41,36;4,73;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8188629,-23.6924669],[-46.8193749,-23.6938049],[-46.8216649,-23.6990889],[-46.8219019,-23.7003539],[-46.8219109,-23.7009969],[-46.8216739,-23.7023869],[-46.8182829,-23.7098279],[-46.8177669,-23.7108159],[-46.8170609,-23.7118519],[-46.8152149,-23.7139049],[-46.8111539,-23.7177009],[-46.8084099,-23.7213559],[-46.8078419,-23.7242529],[-46.8079679,-23.7282169]]]}"
SP 021;41,36;48,5;7,14;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8079679,-23.7282169],[-46.8083479,-23.7289879],[-46.8128989,-23.7362219],[-46.8132879,-23.7371369],[-46.8135719,-23.7380809],[-46.8137429,-23.7390489],[-46.8138049,-23.7400269],[-46.8137549,-23.7410079],[-46.8135909,-23.7419759],[-46.8133179,-23.7429229],[-46.8129409,-23.7438389],[-46.8125049,-23.7446409],[-46.8118299,-23.7456289],[-46.8110439,-23.7465489],[-46.8101579,-23.7473879],[-46.8091809,-23.7481379],[-46.8083459,-23.7486659],[-46.7987769,-23.7533739],[-46.7966599,-23.7543139],[-46.7896501,-23.7571215],[-46.7859239,-23.7586139],[-46.7837709,-23.7593569],[-46.7790539,-23.7603859],[-46.7772699,-23.7609429],[-46.7755609,-23.7616689],[-46.7741879,-23.7624079],[-46.7714499,-23.7642269]]]}"
SP 021;48,5;49,9;1,4;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7714499,-23.7642269],[-46.7693979,-23.7657229],[-46.7684129,-23.7666009],[-46.7675349,-23.7675689],[-46.7667719,-23.7686149],[-46.7661309,-23.7697289],[-46.7656219,-23.7708959],[-46.7651039,-23.7725629],[-46.7647799,-23.7742699],[-46.76475,-23.7746024]]]}"
SP 021;49,9;50;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-46.76475,-23.7746024],[-46.7646729,-23.7754589],[-46.7646662,-23.775491]]]}"
SP 021;50;50,1;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7646662,-23.775491],[-46.7644833,-23.7763673]]]}"
SP 021;50,1;66,9;16,8;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7644833,-23.7763673],[-46.7621069,-23.7877559],[-46.7615829,-23.7892729],[-46.7607239,-23.7906609],[-46.7601789,-23.7912839],[-46.7595679,-23.7918509],[-46.7581639,-23.7927979],[-46.7489049,-23.7971669],[-46.7406029,-23.8009059],[-46.7315069,-23.8043439],[-46.7304489,-23.8046769],[-46.7293589,-23.8049079],[-46.7279039,-23.8050529],[-46.7054039,-23.8043339],[-46.7029219,-23.8043759],[-46.7001639,-23.8047419],[-46.6846899,-23.8078169],[-46.6833819,-23.8080079],[-46.6820619,-23.8080769],[-46.6807399,-23.8080149],[-46.6781889,-23.8075759],[-46.6768389,-23.8072059],[-46.6757049,-23.8067849],[-46.6742499,-23.8060449],[-46.6727949,-23.8050699],[-46.6714609,-23.8039609],[-46.6703439,-23.8028239],[-46.6645399,-23.7954789],[-46.6638229,-23.7946609],[-46.6630149,-23.7939179],[-46.6613769,-23.7928119],[-46.6602089,-23.7923629],[-46.6589619,-23.7921449],[-46.6581549,-23.7921339],[-46.6460649,-23.7911079],[-46.6443019,-23.7908699],[-46.6425769,-23.7904649],[-46.6409059,-23.7898949],[-46.6393099,-23.7891729],[-46.6378069,-23.7882979],[-46.6369149,-23.7876799],[-46.6268059,-23.7827609]]]}"
SP 021;66,9;71,5;4,6;"{""type"":""MultiLineString"",""coordinates"":[[[-46.6268059,-23.7827609],[-46.6161599,-23.7775769],[-46.6135959,-23.7762389],[-46.6011339,-23.7686949],[-46.5966109,-23.7659579],[-46.5947199,-23.7649099],[-46.5937909,-23.7644549],[-46.5929395,-23.7641382]]]}"
SP 021;71,5;77,52;6,02;"{""type"":""MultiLineString"",""coordinates"":[[[-46.5890357,-23.763604],[-46.5886639,-23.7636149],[-46.5823039,-23.7645919],[-46.5803619,-23.7645309],[-46.5794069,-23.7643609],[-46.5775809,-23.7637559],[-46.5767289,-23.7633239],[-46.5681339,-23.7575139],[-46.5670109,-23.7570409],[-46.5658059,-23.7567949],[-46.5651899,-23.7567579],[-46.5645729,-23.7567809],[-46.5633609,-23.7570029],[-46.5620399,-23.7575489],[-46.5608049,-23.7583269],[-46.5597189,-23.7591769],[-46.5578639,-23.7608459],[-46.5567239,-23.7618759],[-46.5559109,-23.7624669],[-46.5554579,-23.7627019],[-46.5544839,-23.7630339],[-46.5536089,-23.7631689],[-46.5475889,-23.7633419],[-46.5445189,-23.7635479],[-46.5385749,-23.7644879],[-46.5367319,-23.7644509],[-46.5360938,-23.7643532]]]}"
SP 021;77,52;82,22;4,7;"{""type"":""MultiLineString"",""coordinates"":[[[-46.5323739,-23.7630723],[-46.5323159,-23.7630479],[-46.5314829,-23.7625709],[-46.5243879,-23.7571129],[-46.5231919,-23.7563879],[-46.5225389,-23.7561179],[-46.5211549,-23.7557659],[-46.5197219,-23.7556889],[-46.5190069,-23.7557519],[-46.5163529,-23.7562699],[-46.5144279,-23.7564569],[-46.5124969,-23.7564609],[-46.5105729,-23.7562799],[-46.5086809,-23.7559149],[-46.5072319,-23.7555059],[-46.4972749,-23.7505229],[-46.4960219,-23.7498169],[-46.4948549,-23.7489909],[-46.4937879,-23.7480589],[-46.4931919,-23.7474159]]]}"
SP 021;82,22;86;3,78;"{""type"":""MultiLineString"",""coordinates"":[[[-46.4931919,-23.7474159],[-46.4920009,-23.7459149],[-46.4913029,-23.7447269],[-46.4907429,-23.7434799],[-46.4903299,-23.7421859],[-46.4900509,-23.7407549],[-46.4903859,-23.7295019],[-46.4902639,-23.7285939],[-46.4900369,-23.7277059],[-46.4897129,-23.7268419],[-46.4892879,-23.7260159],[-46.4887729,-23.7252339],[-46.4881739,-23.7245049],[-46.4867359,-23.7232369],[-46.4856719,-23.7225769],[-46.4844249,-23.7219929],[-46.4831219,-23.7215299],[-46.4818019,-23.7212019],[-46.4754839,-23.7202269],[-46.473145,-23.7196771]]]}"
SP 021;86;86,22;0,22;"{""type"":""MultiLineString"",""coordinates"":[[[-46.473145,-23.7196771],[-46.4729399,-23.7196289],[-46.4708149,-23.7189069]]]}"
SP 021;86,22;86,37;0,15;"{""type"":""MultiLineString"",""coordinates"":[[[-46.4708149,-23.7189069],[-46.4696189,-23.7181189]]]}"
SP 021;86,37;87,1;0,73;"{""type"":""MultiLineString"",""coordinates"":[[[-46.4696189,-23.7181189],[-46.4692189,-23.7178389],[-46.4669959,-23.7167459],[-46.4662309,-23.7165459],[-46.4655743,-23.7163466],[-46.465231,-23.7162496]]]}"
SP 021;87,1;87,2;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-46.465231,-23.7162496],[-46.4640968,-23.715966]]]}"
SP 021;87,2;87,3;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-46.46347,-23.7158242],[-46.4637908,-23.7158765],[-46.4640968,-23.715966]]]}"
SP 021;87,3;87,4;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-46.46347,-23.7158242],[-46.4622909,-23.7154959]]]}"
SP 021;87,4;87,5;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-46.4622909,-23.7154959],[-46.4605523,-23.7151228],[-46.4590337,-23.7149082]]]}"
SP 021;87,5;87,6;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-46.4590337,-23.7149082],[-46.4583523,-23.7148909]]]}"
SP 021;87,6;101,47;13,87;"{""type"":""MultiLineString"",""coordinates"":[[[-46.4583523,-23.7148909],[-46.4556489,-23.7143139],[-46.4541659,-23.7136739],[-46.4488689,-23.7108059],[-46.4468199,-23.7101589],[-46.4428409,-23.7099619],[-46.4413159,-23.7102589],[-46.4392869,-23.7107949],[-46.4375559,-23.7108819],[-46.4355039,-23.7107159],[-46.4353889,-23.7105219],[-46.4339779,-23.7099309],[-46.4326979,-23.7090669],[-46.4307076,-23.7057804],[-46.4294979,-23.7037829],[-46.4278209,-23.7002329],[-46.4256199,-23.6974059],[-46.4247219,-23.6966519],[-46.4237429,-23.6959959],[-46.4191329,-23.6943919],[-46.4128569,-23.6934839],[-46.4108309,-23.6928649],[-46.4095079,-23.6922459],[-46.4009019,-23.6796029],[-46.3992249,-23.6763799],[-46.3946229,-23.6670169],[-46.3942159,-23.6658959],[-46.3940349,-23.6651299],[-46.3940579,-23.6627689],[-46.3949579,-23.6571289],[-46.3944129,-23.6516789],[-46.3929069,-23.6470159],[-46.3916149,-23.6442549],[-46.3898219,-23.6414519],[-46.3893224,-23.6407732],[-46.3864569,-23.6368799],[-46.3859949,-23.6364509],[-46.3824379,-23.6338649],[-46.3790009,-23.6316019]]]}"
SP 021;101,47;111,69;10,22;"{""type"":""MultiLineString"",""coordinates"":[[[-46.3790009,-23.6316019],[-46.3774589,-23.6306969],[-46.3720529,-23.6270299],[-46.3563549,-23.6092969],[-46.3556429,-23.6081939],[-46.3549759,-23.6069529],[-46.3543759,-23.6055639],[-46.3538889,-23.6041229],[-46.3521389,-23.5974249],[-46.3515729,-23.5959599],[-46.3507349,-23.5945179],[-46.3485589,-23.5918289],[-46.3481449,-23.5911759],[-46.3475069,-23.5897659],[-46.3473059,-23.5890439],[-46.3470929,-23.5875949],[-46.3467859,-23.5784609],[-46.3466399,-23.5769059],[-46.3462769,-23.5754649],[-46.3457559,-23.5741859],[-46.3457093,-23.5741107],[-46.3430909,-23.5698829],[-46.3428039,-23.5692159],[-46.3423789,-23.5678059],[-46.3405579,-23.5512099]]]}"
SP 021;111,69;114,16;2,47;"{""type"":""MultiLineString"",""coordinates"":[[[-46.3405579,-23.5512099],[-46.3403359,-23.5494579],[-46.3398599,-23.5481469],[-46.3391449,-23.5469859],[-46.3370539,-23.5447359],[-46.3366119,-23.5441109],[-46.3362439,-23.5434689],[-46.3315689,-23.5335969],[-46.3307749,-23.5323389],[-46.3301539,-23.5315279]]]}"
SP 021;114,16;115,13;0,97;"{""type"":""MultiLineString"",""coordinates"":[[[-46.3301539,-23.5315279],[-46.3293369,-23.5304459],[-46.3289539,-23.5297649],[-46.3286559,-23.5290729],[-46.3283129,-23.5277469],[-46.3282965,-23.5274755],[-46.3282399,-23.5265439],[-46.3285779,-23.5232569]]]}"
SP 021;115,13;117,77;2,64;"{""type"":""MultiLineString"",""coordinates"":[[[-46.3285779,-23.5232569],[-46.3286649,-23.5211799],[-46.3286325,-23.5205994],[-46.3286244,-23.5204552],[-46.3283689,-23.5158919],[-46.3284219,-23.5138739],[-46.3287009,-23.5116619],[-46.3294159,-23.5085919],[-46.3296529,-23.5079229],[-46.3301581,-23.5069209],[-46.3302039,-23.5068299],[-46.3313439,-23.5053719],[-46.3322779,-23.5045429],[-46.3349859,-23.5025409],[-46.3355769,-23.5019819]]]}"
SP 021;117,77;124;6,23;"{""type"":""MultiLineString"",""coordinates"":[[[-46.3355769,-23.5019819],[-46.3363279,-23.5010549],[-46.3366769,-23.5004639],[-46.3371749,-23.4992099],[-46.3373809,-23.4978649],[-46.3373099,-23.4964859],[-46.3370059,-23.4953699],[-46.3363619,-23.4941159],[-46.3352949,-23.4928569],[-46.3327119,-23.4905339],[-46.3319439,-23.4895329],[-46.3316189,-23.4889799],[-46.3311099,-23.4878009],[-46.3308089,-23.4865149],[-46.3305889,-23.4844579],[-46.3296409,-23.4810929],[-46.3294669,-23.4797239],[-46.3295539,-23.4783589],[-46.3305479,-23.4735479],[-46.3309639,-23.4724219],[-46.3319289,-23.4708179],[-46.3327879,-23.4698569],[-46.3338629,-23.4689689],[-46.3350499,-23.4682469],[-46.3372959,-23.4670579],[-46.3387828,-23.4660797],[-46.3410469,-23.4645899],[-46.3420099,-23.4640579],[-46.3436264,-23.4632679]]]}"
SP 021;124;127,71;3,71;"{""type"":""MultiLineString"",""coordinates"":[[[-46.3468812,-23.4613842],[-46.3474669,-23.4608369],[-46.3491079,-23.4577609],[-46.3497129,-23.4533469],[-46.3504049,-23.4508349],[-46.3518999,-23.4479489],[-46.3536049,-23.4463449],[-46.3553049,-23.4432899],[-46.3560759,-23.4410399],[-46.3558449,-23.4373389],[-46.3551249,-23.4349569],[-46.3549329,-23.4323379],[-46.3567039,-23.4286839]]]}"
SP 021;127,71;127,9;0,19;"{""type"":""MultiLineString"",""coordinates"":[[[-46.3567039,-23.4286839],[-46.3577245,-23.4269039]]]}"
SP 021;127,9;128;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-46.3577245,-23.4269039],[-46.3582617,-23.4259671]]]}"
SP 021;128;128,1;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-46.3582617,-23.4259671],[-46.3587989,-23.4250302]]]}"
SP 021;128,1;129,21;1,11;"{""type"":""MultiLineString"",""coordinates"":[[[-46.3587989,-23.4250302],[-46.3593489,-23.4240709],[-46.3605449,-23.4192979],[-46.3615639,-23.4169749],[-46.3617859,-23.4158659],[-46.3622839,-23.4152879],[-46.3634189,-23.4149879],[-46.3637541,-23.4150635]]]}"
SP 021 v;31,56;33;1,44;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8310629,-23.6457899],[-46.8307019,-23.6491559],[-46.8308539,-23.6537039],[-46.8308289,-23.6548999],[-46.8306649,-23.6560919],[-46.8299589,-23.6586039],[-46.8297819,-23.6596419],[-46.8297229,-23.6606919],[-46.8297849,-23.6617429],[-46.8301619,-23.6634919],[-46.8322359,-23.6693489],[-46.8323629,-23.6700479],[-46.8323739,-23.6714649],[-46.8323619,-23.6715192]]]}"
SP 021 v;33;36;3;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8323619,-23.6715192],[-46.8320669,-23.6728539],[-46.8314479,-23.6741529],[-46.8309419,-23.6748619],[-46.8220459,-23.6814739],[-46.8208409,-23.6825789],[-46.8199149,-23.6838859],[-46.8195689,-23.6846019],[-46.8193039,-23.6853449],[-46.8190559,-23.6866719],[-46.8189469,-23.6868919]]]}"
SP 021 v;36,63;39,36;2,73;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8115986,-23.7063397],[-46.8086909,-23.7113759],[-46.8077379,-23.7132559],[-46.8070029,-23.7152159],[-46.8064969,-23.7172369],[-46.8062239,-23.7192929],[-46.8062149,-23.7218399],[-46.8064369,-23.7236929],[-46.8068709,-23.7255149],[-46.8075119,-23.7272879],[-46.8079679,-23.7282169]]]}"
SP 021 v;39,36;41,36;2;"{""type"":""MultiLineString"",""coordinates"":[[[-46.8188629,-23.6924669],[-46.8186799,-23.6936139],[-46.8182429,-23.6948319],[-46.8115986,-23.7063397]]]}"
SP 021E1;0;0,4;0,4;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7585407,-23.43271],[-46.7592064,-23.4323557]]]}"
SP 021E1;0,4;0,5;0,1;"{""type"":""MultiLineString"",""coordinates"":[[[-46.7592064,-23.4323557],[-46.7593728,-23.4322671]]]}"
